Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,outer_intensity_mean,inner_intensity_mean,intensity_ratio
A549,8.0,dac,13,4,20.55,1,3442.8760683760684,4350.323600746268,0.7914068893140423
A549,8.0,dac,13,4,20.55,2,1956.3237927069645,3410.50639329806,0.5736168085042472
A549,8.0,dac,13,4,20.55,3,613.2778314028315,586.8617572869955,1.0450124305900506
A549,8.0,dac,13,4,20.55,4,4503.367452644041,13823.819893533124,0.3257686722865036
A549,8.0,dac,13,4,20.55,5,5212.90612051105,15570.634105374824,0.3347908688389003
A549,8.0,dac,13,4,20.55,6,1805.1533846319414,2588.174456521739,0.697462020028548
A549,8.0,dac,14,4,20.55,1,8333.802413086489,30059.538167938932,0.2772431953720168
A549,8.0,dac,14,4,20.55,2,4950.93903570354,22115.15453352181,0.2238708767871815
A549,8.0,dac,15,4,20.55,1,668.2566079295154,512.7802505330491,1.3032027018100725
A549,8.0,dac,15,4,20.55,2,818.6181234718827,1297.843290796597,0.6307526719727672
A549,8.0,dac,15,4,20.55,3,739.3894172399838,1009.8309961315281,0.7321912479142005
A549,8.0,dac,15,4,20.55,4,1650.4274703755775,,
A549,8.0,dac,15,4,20.55,5,1152.198943169093,2657.738915281077,0.43352600834654925
A549,8.0,dac,15,4,20.55,6,801.6841492926285,1156.518909963437,0.6931872383461275
A549,8.0,dac,4,4,20.55,1,5723.691457804569,18887.60412735849,0.3030395713087752
A549,8.0,dac,4,4,20.55,2,4278.74563032554,11894.492336512261,0.3597249474188292
A549,8.0,dac,5,4,20.55,1,693.9430190930788,940.6196989528796,0.7377508889783967
A549,8.0,dac,5,4,20.55,2,939.8343884284837,845.0900621118012,1.1121115139845867
A549,8.0,dac,5,4,20.55,3,3494.0486086013734,12113.785,0.28843574560728735
A549,8.0,dac,5,4,20.55,4,10413.193609022557,30541.445991091314,0.34095286817984977
A549,8.0,dac,6,4,20.55,1,2353.876948051948,4030.629300267201,0.5839973792419718
A549,8.0,dac,6,4,20.55,2,780.6844398118452,2174.9503371369296,0.35894357056424836
A549,8.0,dac,7,4,20.55,1,1365.6475269926962,3060.016983695652,0.4462875645034403
A549,8.0,dac,7,4,20.55,2,1325.3362899028452,4454.333273381295,0.2975386457548964
A549,8.0,dac,7,4,20.55,3,497.00711845102506,478.62120801733477,1.0384143245759063
A549,8.0,dac,8,4,20.55,1,1036.2896940753046,1142.731710829493,0.906853012176477
A549,8.0,dac,8,4,20.55,2,10739.669479812364,710.0242441860465,15.125778545948165
A549,8.0,dac,8,4,20.55,3,824.9414071928554,2176.6288348563967,0.3789995767685771
A549,8.0,dac,8,4,20.55,4,1596.745490020471,3035.7410714285716,0.5259821086351966
A549,8.0,dac,8,4,20.55,5,3217.3422778589993,9370.968790637191,0.34333080706378405
A549,8.0,dac,9,4,20.55,1,1013.8961053089644,1106.224681712963,0.9165372297958223
A549,8.0,dac,9,4,20.55,2,8084.0834639498435,16753.475292242296,0.48253173284549394
A549,8.0,dac,9,4,20.55,3,984.6442485228952,,
A549,8.0,dac,9,4,20.55,4,658.4089233038349,1119.1852842298288,0.5882930490431897
A549,8.0,dac,9,4,20.55,5,2034.1818252487562,4551.063162331407,0.44696848905227915
A549,8.0,dac,9,4,20.55,6,3009.0865663299105,8374.606751824818,0.3593107898080389
A549,8.0,gef,0,5,85.79,1,1742.2860765706807,675.3241228070175,2.579925724152699
A549,8.0,gef,0,5,85.79,2,19217.408934450763,31411.794726301734,0.6117895873794067
A549,8.0,gef,0,5,85.79,3,19541.061270983213,20416.026653439152,0.9571432092390736
A549,8.0,gef,1,5,85.79,1,3010.2593586605853,2778.822095701126,1.0832861028842027
A549,8.0,gef,1,5,85.79,2,2329.2927840508114,781.7265092502435,2.979677363487192
A549,8.0,gef,1,5,85.79,3,5636.481858786099,14425.858426704015,0.39072072469200775
A549,8.0,gef,1,5,85.79,4,8084.240333686441,10906.153054359527,0.7412549863725706
A549,8.0,gef,10,5,85.79,1,1867.114990689013,2025.6550682773109,0.9217339219933797
A549,8.0,gef,10,5,85.79,2,8656.679723971338,18592.903763183127,0.4655905195998984
A549,8.0,gef,11,5,85.79,1,1332.0920170351576,1240.5314943527367,1.0738074954962702
A549,8.0,gef,11,5,85.79,2,2377.288567493113,2627.781674907293,0.9046750687828671
A549,8.0,gef,11,5,85.79,3,762.1090214251324,981.9254241281809,0.7761373753019826
A549,8.0,gef,12,5,85.79,1,2177.172043118677,3011.5448218262804,0.722941935759861
A549,8.0,gef,12,5,85.79,2,843.0680690988568,744.02228397651,1.1331220680555232
A549,8.0,gef,12,5,85.79,3,11177.168603832066,20583.145964691048,0.5430252801493862
A549,8.0,gef,12,5,85.79,4,2580.640611044954,3259.6731201799485,0.7916869317566698
A549,8.0,gef,12,5,85.79,5,726.858204845815,627.0535308810173,1.1591645195340357
A549,8.0,gef,12,5,85.79,6,620.238909478886,656.0351991758242,0.9454354130054163
A549,8.0,gef,13,5,85.79,1,935.0535206084396,964.7793120155038,0.9691890248507044
A549,8.0,gef,14,5,85.79,1,2013.663072067333,2823.911872079439,0.7130757485659548
A549,8.0,gef,14,5,85.79,2,1426.245452403393,1104.7795796890184,1.290977384651573
